filename,manipulation,true_brand,pred_brand
2021-07_8324.png,0,AT&T,
2021-08_20362.png,0,Facebook,
2021-08_21891.png,Outdated,TD Bank Group,
2021-08_25193.png,0,Facebook,
2021-08_29451.png,Background,Itau Unibanco S.A,
2021-08_37086.png,0,Facebook,
2021-08_51678.png,Color,timeweb,
2021-08_52556.png,Color,timeweb,
2021-09_1615.png,Division,Square,
2021-09_4333.png,0,Amazon,
2021-09_8493.png,0,Adobe,
2021-09_18668.png,Background,Netflix,
2021-09_18942.png,0,Wells Fargo & Company,
2021-09_21777.png,Division,Square,
2021-09_27970.png,0,Adobe,
2021-09_28886.png,Division,Square,
2021-09_36989.png,0,Facebook,
2021-10_2332.png,0,Wells Fargo & Company,
2021-10_8014.png,Background,Chase Personal Banking,
2021-10_48881.png,0,Grupo Santander,
2021-10_55732.png,0,Wells Fargo & Company,
2021-10_56013.png,Background,Itau Unibanco S.A,
2021-10_56681.png,0,SMBC,
2021-10_57742.png,0,Adobe,
2021-10_57809.png,0,Grupo Santander,
2021-10_61575.png,0,Facebook,
2021-10_64059.png,0,Wells Fargo & Company,
2021-10_96569.png,0,Adobe,
2021-10_129027.png,Division,Square,
2021-10_139127.png,0,Grupo Santander,
2021-10_140724.png,0,la_banque_postale,
2021-10_143150.png,0,Wells Fargo & Company,
2021-10_143285.png,0,American Express,
2021-10_150336.png,0,Adobe,
2021-10_170557.png,0,Facebook,
2021-10_172271.png,0,Facebook,
2021-10_172376.png,0,Facebook,
2021-10_172732.png,Background,Netflix,
2021-10_172925.png,Background,Chase Personal Banking,
2021-10_173746.png,Location,Facebook,
2021-10_175324.png,0,Amazon,
2021-10_179281.png,Division,Square,
2021-10_180134.png,0,Facebook,
2021-10_180448.png,0,Amazon,
2021-10_212814.png,0,Raiffeisen Bank S.A,
2021-10_226366.png,0,Facebook,
2021-10_227328.png,0,Facebook,
2021-11_9571.png,0,ING,
2021-11_28194.png,0,ING,
2021-11_45423.png,Color,AOL,
2021-11_82433.png,0,Grupo Santander,
2021-11_82611.png,0,Grupo Santander,
2021-11_85074.png,0,Grupo Santander,
2021-11_85644.png,0,Outlook,
2021-11_87665.png,0,DHL,
2021-11_103832.png,Division,Square,
2021-11_107318.png,0,ING,
2021-11_111685.png,0,Grupo Santander,
2021-11_137267.png,0,Facebook,
2021-11_140590.png,0,Grupo Santander,
2021-11_140888.png,0,Wells Fargo & Company,
2021-11_140920.png,0,Wells Fargo & Company,
2021-11_145925.png,0,CaixaBank,
2021-11_150761.png,0,Grupo Santander,
2021-11_151015.png,0,Grupo Santander,
